Data plane is up
Running irtt
UE IP is 10.45.0.20
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=577.5ms rd=75.04ms sd=502.5ms ipdv=n/a
seq=1 rtt=411.3ms rd=73.23ms sd=338.1ms ipdv=166.2ms
seq=2 rtt=766.6ms rd=45.55ms sd=721ms ipdv=355.2ms
seq=3 rtt=1.11s rd=48.21ms sd=1.06s ipdv=344.6ms
seq=4 rtt=941.2ms rd=45.27ms sd=895.9ms ipdv=169.9ms
seq=5 rtt=1.28s rd=76.19ms sd=1.21s ipdv=343.8ms
seq=6 rtt=1.09s rd=76.17ms sd=1.01s ipdv=200ms
seq=7 rtt=924.9ms rd=85.82ms sd=839ms ipdv=160.2ms
seq=8 rtt=1.27s rd=90ms sd=1.18s ipdv=341.9ms
seq=9 rtt=1.12s rd=110.8ms sd=1.01s ipdv=144.6ms
seq=10 rtt=1.42s rd=46.17ms sd=1.38s ipdv=301.2ms
seq=11 rtt=1.3s rd=95.2ms sd=1.21s ipdv=120.4ms
seq=12 rtt=1.31s rd=61.73ms sd=1.25s ipdv=11.55ms
seq=13 rtt=1.17s rd=96.07ms sd=1.08s ipdv=140.2ms
seq=14 rtt=1.24s rd=44.95ms sd=1.2s ipdv=70.75ms
seq=15 rtt=1.65s rd=90.25ms sd=1.56s ipdv=407.6ms
seq=16 rtt=1.45s rd=90.29ms sd=1.36s ipdv=199.4ms
seq=17 rtt=1.28s rd=90.95ms sd=1.19s ipdv=171.7ms
seq=18 rtt=1.63s rd=99.13ms sd=1.53s ipdv=347.5ms
seq=19 rtt=1.49s rd=105.4ms sd=1.38s ipdv=141.1ms
seq=20 rtt=1.52s rd=73.47ms sd=1.44s ipdv=27.7ms
seq=21 rtt=1.59s rd=99.2ms sd=1.49s ipdv=73.8ms
seq=22 rtt=1.39s rd=99.14ms sd=1.29s ipdv=200.3ms
seq=23 rtt=1.22s rd=100.4ms sd=1.12s ipdv=171.3ms
seq=24 rtt=1.07s rd=127ms sd=943.7ms ipdv=147.1ms
seq=25 rtt=1.36s rd=98.61ms sd=1.26s ipdv=292.2ms
seq=26 rtt=1.2s rd=79.08ms sd=1.12s ipdv=166.8ms
seq=27 rtt=1.26s rd=106.4ms sd=1.15s ipdv=64.95ms
seq=28 rtt=1.3s rd=44.12ms sd=1.26s ipdv=43.9ms
seq=29 rtt=1.17s rd=85.53ms sd=1.09s ipdv=131ms
seq=30 rtt=1.18s rd=36.66ms sd=1.14s ipdv=7.2ms
seq=31 rtt=1.36s rd=94.51ms sd=1.27s ipdv=178.7ms
seq=32 rtt=1.25s rd=161.8ms sd=1.09s ipdv=112.8ms
seq=33 rtt=1.18s rd=32.63ms sd=1.14s ipdv=70ms
seq=34 rtt=1.33s rd=90.79ms sd=1.24s ipdv=151ms
seq=35 rtt=1.2s rd=135.9ms sd=1.06s ipdv=128.1ms
seq=36 rtt=1.23s rd=108.5ms sd=1.12s ipdv=29.5ms
seq=37 rtt=1.41s rd=169.5ms sd=1.24s ipdv=181.6ms
seq=38 rtt=1.28s rd=221.8ms sd=1.06s ipdv=130ms
seq=39 rtt=3.87s rd=115.4ms sd=3.75s ipdv=2.59s
seq=40 rtt=3.67s rd=115.5ms sd=3.55s ipdv=200.4ms
seq=41 rtt=3.47s rd=115.5ms sd=3.35s ipdv=200ms
seq=42 rtt=3.27s rd=115.4ms sd=3.15s ipdv=199.4ms
seq=43 rtt=3.07s rd=115.4ms sd=2.95s ipdv=200.6ms
seq=45 rtt=2.72s rd=137.9ms sd=2.58s ipdv=n/a
seq=46 rtt=3.64s rd=63.08ms sd=3.58s ipdv=922.3ms
seq=47 rtt=4.05s rd=94.89ms sd=3.95s ipdv=411.1ms
seq=48 rtt=3.85s rd=94.87ms sd=3.75s ipdv=200.4ms
seq=49 rtt=3.65s rd=94.86ms sd=3.55s ipdv=200.5ms
seq=50 rtt=3.45s rd=94.84ms sd=3.35s ipdv=199.5ms
seq=51 rtt=3.25s rd=94.83ms sd=3.15s ipdv=200.4ms
seq=55 rtt=2.64s rd=33.35ms sd=2.6s ipdv=n/a
seq=56 rtt=2.43s rd=33.34ms sd=2.4s ipdv=200.5ms
seq=57 rtt=2.24s rd=33.32ms sd=2.2s ipdv=199.3ms
seq=58 rtt=2.37s rd=46.06ms sd=2.32s ipdv=135.7ms
seq=59 rtt=2.76s rd=87.8ms sd=2.68s ipdv=393.6ms
seq=60 rtt=2.6s rd=85.36ms sd=2.51s ipdv=168.4ms
seq=61 rtt=2.6s rd=37.71ms sd=2.56s ipdv=1.95ms
seq=62 rtt=2.4s rd=37.7ms sd=2.36s ipdv=200.4ms
seq=63 rtt=2.52s rd=59.97ms sd=2.46s ipdv=125.6ms
seq=64 rtt=2.37s rd=72.73ms sd=2.3s ipdv=154.7ms
seq=65 rtt=2.75s rd=71.28ms sd=2.68s ipdv=379.3ms
seq=66 rtt=2.56s rd=46.15ms sd=2.52s ipdv=183.2ms
seq=67 rtt=2.36s rd=46.13ms sd=2.32s ipdv=200.4ms
seq=68 rtt=2.76s rd=102.3ms sd=2.66s ipdv=396.5ms
seq=69 rtt=2.6s rd=77.06ms sd=2.53s ipdv=158.3ms
seq=70 rtt=2.58s rd=35.35ms sd=2.54s ipdv=24.9ms
seq=71 rtt=2.38s rd=35.29ms sd=2.34s ipdv=199.3ms
seq=72 rtt=2.55s rd=102.5ms sd=2.45s ipdv=172.7ms
seq=73 rtt=2.38s rd=99.66ms sd=2.28s ipdv=167.8ms
seq=74 rtt=2.75s rd=83.33ms sd=2.67s ipdv=366ms
seq=75 rtt=2.6s rd=112.6ms sd=2.49s ipdv=151.5ms
seq=76 rtt=2.4s rd=112.5ms sd=2.29s ipdv=199.2ms
seq=77 rtt=2.4s rd=77.85ms sd=2.32s ipdv=49.1µs
seq=78 rtt=2.2s rd=77.83ms sd=2.12s ipdv=199.4ms
seq=79 rtt=2.37s rd=121.3ms sd=2.25s ipdv=167.8ms
seq=80 rtt=2.18s rd=101.2ms sd=2.08s ipdv=187.2ms
seq=81 rtt=2.48s rd=72.14ms sd=2.4s ipdv=295.3ms
seq=82 rtt=2.3s rd=78.5ms sd=2.23s ipdv=170.6ms
seq=83 rtt=2.75s rd=159.8ms sd=2.59s ipdv=444.8ms
seq=84 rtt=2.61s rd=150.8ms sd=2.46s ipdv=137.7ms
seq=85 rtt=2.8s rd=37.55ms sd=2.76s ipdv=188.3ms
seq=86 rtt=2.66s rd=89.16ms sd=2.57s ipdv=135.8ms
seq=87 rtt=3.04s rd=105.8ms sd=2.93s ipdv=372.2ms
seq=88 rtt=2.9s rd=153.4ms sd=2.75s ipdv=133.4ms
seq=89 rtt=2.88s rd=43.5ms sd=2.84s ipdv=24.25ms
seq=90 rtt=2.68s rd=43.47ms sd=2.63s ipdv=200.4ms
seq=91 rtt=2.81s rd=112.6ms sd=2.7s ipdv=133ms
seq=92 rtt=2.64s rd=113.1ms sd=2.53s ipdv=168.9ms
seq=93 rtt=2.99s rd=119.1ms sd=2.87s ipdv=349ms
seq=94 rtt=2.86s rd=152.4ms sd=2.71s ipdv=129.2ms
seq=95 rtt=3.17s rd=78.17ms sd=3.09s ipdv=308.4ms
seq=96 rtt=3.02s rd=101.6ms sd=2.92s ipdv=146.3ms
seq=97 rtt=3.41s rd=105.6ms sd=3.3s ipdv=385.8ms
seq=98 rtt=4.79s rd=35.28ms sd=4.76s ipdv=1.38s
seq=99 rtt=4.59s rd=35.26ms sd=4.56s ipdv=199.5ms
seq=100 rtt=4.39s rd=35.3ms sd=4.36s ipdv=199.9ms
seq=101 rtt=4.19s rd=35.29ms sd=4.16s ipdv=200.4ms
seq=102 rtt=4.63s rd=122.5ms sd=4.5s ipdv=434.2ms
seq=103 rtt=4.98s rd=76.63ms sd=4.9s ipdv=353ms
seq=104 rtt=5.03s rd=64.32ms sd=4.96s ipdv=46.65ms
seq=105 rtt=4.82s rd=64.31ms sd=4.76s ipdv=200.5ms
seq=106 rtt=4.63s rd=64.26ms sd=4.56s ipdv=199.3ms
seq=107 rtt=4.42s rd=64.23ms sd=4.36s ipdv=200.4ms
seq=108 rtt=4.23s rd=64.22ms sd=4.16s ipdv=199.9ms
seq=115 rtt=2.85s rd=71.88ms sd=2.78s ipdv=n/a
seq=116 rtt=2.93s rd=104.2ms sd=2.82s ipdv=72.75ms
seq=117 rtt=2.76s rd=81.81ms sd=2.68s ipdv=167.6ms
seq=118 rtt=3.09s rd=55.94ms sd=3.04s ipdv=332.9ms
seq=119 rtt=2.96s rd=80.6ms sd=2.88s ipdv=134.7ms
seq=120 rtt=2.76s rd=80.54ms sd=2.68s ipdv=200.4ms
seq=121 rtt=3.13s rd=89.3ms sd=3.04s ipdv=374.5ms
seq=122 rtt=2.98s rd=83.34ms sd=2.89s ipdv=154.8ms
seq=123 rtt=3.3s rd=85.3ms sd=3.21s ipdv=319.4ms
seq=124 rtt=3.13s rd=75.11ms sd=3.05s ipdv=169ms
seq=125 rtt=3.47s rd=77.43ms sd=3.4s ipdv=347.6ms
seq=126 rtt=3.3s rd=76.98ms sd=3.23s ipdv=169.5ms
seq=127 rtt=3.63s rd=83.75ms sd=3.54s ipdv=323.8ms
